sentence,translated,fuel,machine,others,part,price,service
"Berarti Karimun Wagon R referensi nih bang , kebetulan lagi cari LCGC yang murah meriah harga pasaran nya","ateges karimun wagon r referensi nih mas , kebeneran maneh golek lcgc kang murah meriah rega pasarane",neutral,neutral,neutral,neutral,positive,neutral
hati-hati aja mobilio purnajual nya suka jatuh,ati-ati wae mobilio purnajuale remen tiba,neutral,neutral,neutral,neutral,negative,neutral
"banyak hal menarik di mobil toyota calya ini , harga nya murah","akeh bab menarik ing mobil toyota calya iki , regane murah",neutral,neutral,neutral,neutral,negative,neutral
Kawasaki Athlete terasa klasik tetapi kurang menarik . kayak setengah-setengah,kawasaki athlete krasa klasik nanging kurang menarik . kaya setengah-setengah,neutral,neutral,negative,neutral,neutral,neutral
"Kesimpulan selama pake Fortuner VRZ kenyamanan perlu banget , interior indah jelas bikin betah di mobil","cekakan lawase anggo fortuner vrz kenyamanan prelu banget , interior endah jelas gawe krasan ing mobil",neutral,neutral,positive,positive,neutral,neutral
Ini mobil avanza lebih boros daripada mobil BMW,iki mobil avanza luwih boros daripada mobil bmw,positive,neutral,neutral,neutral,neutral,neutral
Selain elegan motor juga keren buat anak muda atau pun orang tua selain itu perawatan juga sangat mudah dan ditambah onderdil juga murah membuat saya mengagumi produk honda selain itu juga irit bahan bakar dengan mesin injeksi membuat mesin lebih awet dan tangguh buat perjalanan jauh pun mesin tetep oke,saliyane elegan montor uga keren gawe bocah enom utawa uga wong tuwa saliyane iku pangopenan uga gampang banget lan ditambah onderdil uga murah nggawe aku nggumun produk honda saliyane iku uga irit bahan obong karo mesin injeksi nggawe mesin luwih awet lan tangguh gawe perjalanan adoh uga mesin tetep oke,positive,positive,neutral,positive,neutral,positive
"Bagus kali pelayanan astra daihatsu jalan sisingamangaraja ini . Servis mobil ganti oli , dapat cuci gratis !","apik kali pelayanan astra daihatsu dalan sisingamangaraja iki . servis mobil genti oli , oleh umbah gratis !",neutral,neutral,neutral,neutral,neutral,positive
Kegoblokan Nissan di GL ini mesin enggak dikasih Knock Sensor ( cuma alat satu doang pelit banget ) .,kegoblokan nissan ing gl iki mesin ora diwenehi knock sensor ( namung piranti siji thok pelit banget ) .,neutral,negative,neutral,neutral,neutral,neutral
Harga murah kualitas terjamin ertiga memang mobil yang mantap jaya,rega murah kualitas terjamin ertiga pancen mobil kang mantep jaya,neutral,neutral,positive,neutral,positive,neutral
Asli avanza saya boros akhir-akhir ini,asli avanza aku boros akhir-akhir iki,negative,neutral,neutral,neutral,neutral,neutral
"Setelah penggunaan beberapa waktu, motor ini sangat nyaman, empuk sekali melewati jalanan rusak, seperti lempeng begitu saja tanpa ada guncangan yang berarti.","sawise panggunaan pirang-pirang wayah, montor iki kepenak banget, empuk banget ngliwati dalanan rusak, kaya lempeng mangkono wae tanpa ana guncangan kang ateges.",neutral,neutral,positive,neutral,neutral,neutral
dengan menggunakan avanza yang super irit . pengeluaran saya pun bisa terjangkau .,karo migunakake avanza kang super irit . pengeluaran aku uga bisa terjangkau .,positive,neutral,neutral,neutral,neutral,neutral
"nih mobil kalau dibawa mudik pasti nyaman, badan enggak pegal-pegal.","nih mobil yen digawa mudik mesthi kepenak, awak ora pegel-pegel.",neutral,neutral,positive,neutral,neutral,neutral
"Saya berombongan pakai xenia 1.0 , ternyata tenaga xenia 1.0 juga oke punya","aku rombongan  anggo xenia 1.0 , jebul tenaga xenia 1.0 uga oke nduwe",neutral,positive,neutral,neutral,neutral,neutral
sigra juga kuat power nya untuk dibawa kebut-kebutan di jalan lintas sumatra yang kejam.,sigra uga kuwat powere kanggo digawa kebut-kebutan ing ratan lintas sumatra kang kejam.,neutral,positive,neutral,neutral,neutral,neutral
"gue pakai xenia li VVTi 2007 , ya sadar sajalah punya mobil murah meriah 1000 cc tuh","aku  anggo xenia li vvti 2007 , ya eling sajalah nduwe mobil murah meriah 1000 cc kuwi",neutral,neutral,neutral,neutral,positive,neutral
"Yamaha Nmax perawatan motor tidak ribet , dan harga nya terjangkau .","yamaha nmax pangopenan montor ora ribet , lan regane terjangkau .",neutral,neutral,neutral,neutral,positive,positive
keunggulan mobil Avanza terbaru adalah sparepart - nya yang mudah dicari .,kaunggulan mobil avanza paling anyar yaiku sparepart -e kang gampang digoleki .,neutral,neutral,neutral,positive,neutral,neutral
Great New Xenia punya harga yang bersahabat dan interior yang lumayan untuk tipe tertinggi,great new xenia nduwe rega kang kekancan lan interior kang lumayan kanggo tipe paling dhuwur,neutral,neutral,neutral,positive,positive,neutral
brio bagus banget gak bohong !,brio apik banget ora ngapusi !,neutral,neutral,positive,neutral,neutral,neutral
"Semenjak aku mempunyai sebuah unit honda sonic, hidup mungkin terasa bisa leluasa untuk menjangkau ke mana pun ku mau.","awit aku nduweni siji  unit honda sonic, urip ndean krasa bisa leluasa kanggo menjangkau menyang endi uga ku arep.",neutral,neutral,positive,neutral,neutral,neutral
"Tetapi kalau untuk kaki-kaki , punya saya agak berisik , apalagi lewat jalan rusak , itu kaki-kaki berasa banget bunyi-bunyi nya .","nanging yen kanggo kaki-kaki , duwene aku rada rame , apa maneh liwat dalan rusak , iku kaki-kaki krasa banget bunyi-bunyine .",neutral,neutral,neutral,negative,neutral,neutral
"Entah kenapa ya , aku lebih nyaman brio generasi pertama .. Yang kaki kaki nya lebih ceper , good looking di lampu belakang bulat dan kaca semi framless","embuh geneya ya , aku luwih kepenak brio generasi kapisan .. kang sikil sikile luwih ceper , good looking ing lampu wuri bundher lan kaca semi framless",neutral,neutral,positive,positive,neutral,neutral
"Mungkin sudah 5 tahun saya pakai Kijang innova . Dalam pemakaian sehari-hari yang intens , mobil ini termasuk ramah perawatan .","ndean wis 5 taun aku anggo kijang innova . jroning panganggone sadina-dina kang intens , mobil iki kalebu grapyak pangopenan .",neutral,neutral,neutral,neutral,neutral,positive
Brio selalu lebih punya karakter kuat tersendiri . Sirion kayak ga punya jati diri,brio tansah luwih nduwe karakter kuwat dhewe . sirion kaya ora  nduwe jati dhiri,neutral,neutral,negative,neutral,neutral,neutral
"mobil ku xenia tahun 2004 , tipe Li standar . Spion nya masih yang model tipis , kurang elegan .","mobil ku xenia taun 2004 , tipe li standar . spione isih kang modhel tipis , kurang elegan .",neutral,neutral,neutral,negative,neutral,neutral
fortuner boros banget bensin nya gak kaya altis yang hemat banget,fortuner boros banget bensine ora sugih altis kang gemi banget,positive,neutral,neutral,neutral,neutral,neutral
"Mending wuiling almaz . Fitur banyak , mesin turbo , body gede , harga menarik .","mending wuiling almaz . fitur akeh , mesin turbo , body gede , rega menarik .",neutral,positive,neutral,positive,positive,neutral
nih xexi sering dipakai ke Tasikmalaya lewat Nagrek enggak ada masalah tuh .,nih xexi asring dianggo menyang tasikmalaya liwat nagrek ora ana masalah kuwi .,neutral,neutral,positive,neutral,neutral,neutral
Pelayanan bengkel Honda AutoBest soekarno hatta jelek banget sih . pantes aja sepi mulu .,pelayanan bengkel honda autobest soekarno hatta elek banget sih . pantes wae sepi mulu .,neutral,neutral,neutral,neutral,neutral,negative
Kalo dari fitur sih menang sirion . Tapi kalo desain menurut saya brio lebih seksi dan nggak bosenin,yen saka fitur sih menang sirion . nanging yen desain manut aku brio luwih seksi lan ora bosenin,neutral,neutral,neutral,positive,neutral,neutral
"keseluruhan gue suka xenia . Murah , desain lucu , muat banyak barang , mudah dibawa , enggak perlu parkiran besar lo . pokok nya Maknyus .","sakabehe aku  remen xenia . murah , desain lucu , muat akeh barang , gampang digawa , ora prelu parkiran gedhe lo . pokoke maknyus .",neutral,neutral,positive,positive,positive,neutral
Toyota Calya hemat bahan bakar dan kabin memuat banyak penumpang,toyota calya gemi bahan obong lan kabin ngemot akeh penumpang,positive,neutral,neutral,positive,neutral,neutral
"menyesal gue beli honda vario , jelek banget motor nya .","menyesal aku  tuku honda vario , elek banget montore .",neutral,neutral,negative,neutral,neutral,neutral
Honda Beat Sporty irit bahan bakar dan model nya bagus sporty dan pilihan warna nya banyak tetapi aku suka warna black hard,honda beat sporty irit bahan obong lan modhele apik sporty lan pilihan wernane akeh nanging aku remen werna black hard,positive,neutral,neutral,positive,neutral,neutral
"kalau Xi plus , speed juga enggak ragu buat dites sama mobil kelas lain .","yen xi plus , speed uga ora ragu gawe dites karo mobil klas liya .",neutral,positive,neutral,neutral,neutral,neutral
cuma pernah komplain saja kalau xenia kopling nya keras sama motor locking door - nya aus,namung tau komplain wae yen xenia koplinge keras karo montor locking door -e aus,neutral,neutral,neutral,negative,neutral,neutral
Selalu senang setiap berkendara menggunakan Aerox .,tansah seneng saben berkendara migunakake aerox .,neutral,neutral,positive,neutral,neutral,neutral
"Hahaha mas Fitra beruntung datang ke Honda cabang itu , staf ramah & bengkel yang bagus + rapi .","hahaha mas fitra untung  teka menyang honda pang iku , staf grapyak  &  bengkel kang apik + rapi .",neutral,neutral,neutral,neutral,neutral,positive
"cuma sekarang ini lagi punya pengganjal , kalau melewati polisi tidur Xenia kayak nya dasbor itu bunyi , kayak kurang rigid","namung saiki maneh nduwe pengganjal , yen ngliwati pulisi turu xenia kayake dasbor iku uni , kaya kurang rigid",neutral,neutral,neutral,negative,neutral,neutral
"Jadi kesimpulan saya buat XPander : "" Enggak banget deh . ""","dadi cekakan aku gawe xpander : "" ora banget deh . """,neutral,neutral,negative,neutral,neutral,neutral
Terios baru enak dipakai dan nyaman,terios anyar sekeca dianggo lan kepenak,neutral,neutral,positive,neutral,neutral,neutral
kualitas Jok Duduk Avanza nyaman karena telah menggunakan bahan tempat duduk berkualitas bagus,kualitas jok lungguh avanza kepenak amarga wis migunakake bahan papan lungguh duwe kuwalitas apik,neutral,neutral,neutral,positive,neutral,neutral
"Tapi saya bangga punya Karimun Wagon R , mobil ini sangat bisa diandalkan dan ramah di kantong","nanging aku bungah nduwe karimun wagon r , mobil iki bisa banget diandelake lan grapyak ing kantong",neutral,neutral,positive,neutral,positive,neutral
Rush baru terlihat lebih gagah dan keren,rush anyar katon luwih gagah lan keren,neutral,neutral,positive,neutral,neutral,neutral
Kaki-kaki HRV terasa berisik pas hajar polisi tidur . Dan itu berefek kretek-kretek ke pintu bagasi . Berisik,kaki-kaki hrv krasa rame trep hajar pulisi turu . lan iku berefek kretek-kretek menyang lawang bagasi . rame,neutral,neutral,neutral,negative,neutral,neutral
semenjak saya pakai toyota calya dompet ku enggak lagi bocor alias bbm - nya irit banget . dan enggak sering mengisi bbm lagi .,awit aku anggo toyota calya dompet ku ora maneh bocor alias bbm -e irit banget . lan ora asring ngisi bbm maneh .,positive,neutral,neutral,neutral,neutral,neutral
"Toyota innova diesel sangat enak dikendarai , mudah perawatan nya dan sangat irit bbm nya","toyota innova diesel sekeca banget dikendarai , gampang perawatane lan irit banget bbme",positive,neutral,positive,neutral,neutral,positive
brio kalo di ajak lari lincah banget tarikan juga halus,brio yen ing ajak mlayu lincah banget tarikan uga alus,neutral,positive,neutral,neutral,neutral,neutral
"Mending Calya lah Irit , suspensi nyaman , muat banyak , inline 4 Silinder dengan VVT - i technology bisa buat taksi daring","mending calya lah irit , suspensi kepenak , muat akeh , inline 4 silinder karo vvt -i technology bisa gawe taksi daring",positive,neutral,neutral,positive,neutral,neutral
untuk bahan bakar irit pasti avanza,kanggo bahan obong irit mesthi avanza,positive,neutral,neutral,neutral,neutral,neutral
"Bagus banget sih Scoopy , cocok buat cewek pas banget . Mesin nya halus juga . ban nya lucu begitu .","apik banget sih scoopy , cocog gawe cewek trep banget . mesine alus uga . bane lucu mangkono .",neutral,positive,positive,positive,neutral,neutral
benar kata om fitra recall master rem HRV dari dealer antrean nya 3 bulan lebih itu recall,bener tembung om fitra recall master rem hrv saka dealer antreane 3 sasi luwih iku recall,neutral,neutral,neutral,neutral,neutral,negative
saya lebih pilih innova untuk mobil keluarga meskipun harga nya lebih mahal .,aku luwih pilih innova kanggo mobil kulawarga sanadyan regane luwih larang .,neutral,neutral,positive,neutral,negative,neutral
Mobil saya Avanza type G 1300 cc tahun 2007 sampai sekarang mesin nya tidak rewel dan bahan bakar masih irit .,mobil aku avanza type g 1300 cc taun 2007 nganti saiki mesine ora rewel lan bahan obong isih irit .,positive,positive,neutral,neutral,neutral,neutral
Suspensi Xpander empuk dan nyaman,suspensi xpander empuk lan kepenak,neutral,neutral,neutral,positive,neutral,neutral
Mending inilah daripada Honda Jazz city car over price pelit fitur .,mending iki lah daripada honda jazz city car over price pelit fitur .,neutral,neutral,neutral,negative,negative,neutral
"Desain dasbor HRV kece , seolah-olah semua diorientasikan ke pengemudi","desain dasbor hrv kece , kaya kabeh diorientasikan menyang pengemudi",neutral,neutral,neutral,positive,neutral,neutral
"Saya menggunakan avanza tahun 2009 transmisi manual . kualitas mesin top banget . Walaupun dengan pemeliharaan minimal , tetapi hasil nya maksimal .","aku migunakake avanza taun 2009 transmisi manual . kualitas mesin top banget . sanadyan karo pangreksan minimal , nanging kasile maksimal .",neutral,positive,neutral,neutral,neutral,neutral
"saya sih mending xi irit sih beda tipis apalagi macet di kota-kota besar enggak berefek xi buat luar kota enak , tanjakan juga oke .","aku sih mending xi irit sih seje tipis apa maneh macet ing kutha-kutha gedhe ora berefek xi gawe jabaning kutha sekeca , tanjakan uga oke .",positive,neutral,positive,neutral,neutral,neutral
akhirnya bisa membeli mobil juga . pilihan saya jatuh ke daihatsu xenia sporty . mobil ini sangat nyaman sekali . interior sangat bagus dan elegan . Lari nya juga sangat stabil dan mantap .,pungkasane bisa nuku mobil uga . pilihan aku tiba menyang daihatsu xenia sporty . mobil iki kepenak  banget . interior apik banget lan elegan . mlayune uga stabil banget lan mantep .,neutral,positive,positive,positive,neutral,neutral
xenia li punya saya konsumsi bbm - nya irit banget,xenia li duwene aku konsumsi bbm -e irit banget,positive,neutral,neutral,neutral,neutral,neutral
avanza gaya nya jadul ah gak cocok buat mahasiswa,avanza gayane jadul ah ora cocog gawe mahasiswa,neutral,neutral,neutral,negative,neutral,neutral
brio bagus banget gak kaya mobil lama saya si calya jelek,brio apik banget ora sugih mobil lawas aku si calya elek,neutral,neutral,negative,neutral,neutral,neutral
Tidak ada yang bisa mengalahkan ketangguhan mesin Avanza .,ora ana kang bisa ngalahake ketangguhan mesin avanza .,neutral,positive,neutral,neutral,neutral,neutral
Enteng saat dikendarai . Enggak berat . Onderdil mudah dicari . Banyak konter-konter honda di deket rumah . Jadi enggak perlu jauh mencari tempat servis jauh-jauh .,enteng wektu dikendarai . ora abot . onderdil gampang digoleki . akeh konter-konter honda ing deket omah . dadi ora prelu adoh ngupadi papan servis adoh-adoh .,neutral,neutral,positive,positive,neutral,positive
Yamaha Aerox R tarikan oke mesin hebat bodi sporty,yamaha aerox r tarikan oke mesin hebat bodi sporty,neutral,positive,neutral,positive,neutral,neutral
"Pada tahun 2017 saya beli beat , status saya pelajar jadi saya setiap hari pake ke sekolah jujur tarikan nya nyaman dan juga lincah tetapi yang disayangkan ground clearance - nya kurang tinggi","ing taun 2017 aku tuku beat , status aku pelajar dadi aku saben dina anggo menyang sekolah jujur tarikane kepenak tur lincah nanging kang eman-eman ground clearance -e kurang dhuwur",neutral,positive,neutral,negative,neutral,neutral
cat xenia entah kenapa gampang banget baret alus .,cet xenia embuh geneya gampang banget baret alus .,neutral,neutral,neutral,negative,neutral,neutral
Xenia li biru dlx AC - nya dingin juga . Mantaplah .,xenia li biru dlx ac -e adem uga . mantaplah .,neutral,neutral,neutral,positive,neutral,neutral
"Harga yang mudah terjangkau oleh siapa pun , model Dan teknologi kekinian , perawatan mudah Dan tentunya irit bahan bakar serta purnajual yang bagus , semuanya berkualifikasi bagus . Mantap memang Honda Beat .","rega kang gampang terjangkau dening sapa uga , modhel lan teknologi kekinian , pangopenan gampang lan temtune irit bahan obong sarta purnajual kang apik , sakabehe berkualifikasi apik . mantep pancen honda beat .",positive,neutral,positive,positive,positive,positive
desain dan body interior bagusan fortuner,desain lan body interior bagusan fortuner,neutral,neutral,neutral,positive,neutral,neutral
"kalau melihat spesifikasi nya, harga ertiga lumayan overpriced","yen weruh spesifikasine, rega ertiga lumayan overpriced",neutral,neutral,neutral,neutral,negative,neutral
dealer dan bengkel nya HRV di situ pelayanan nya bagus banget plus murah mas .,dealer lan bengkele hrv ing kono pelayanane apik banget plus murah mas .,neutral,neutral,neutral,neutral,neutral,positive
Toyota Calya mobil keluarga lcgc Harga murah yang tidak murahan,toyota calya mobil kulawarga lcgc rega murah kang ora murahan,neutral,neutral,neutral,neutral,positive,neutral
walaupun secara keseluruha oke tapi kalo bensinnya boros jadi malas beli,sanadyan kanthi keseluruha oke nanging yen bensine boros dadi kesed tuku,negative,neutral,positive,neutral,neutral,neutral
"sudah setahun lebih Toyota Calya ini saya pakai ke tempat-tempat ekstrem , namun sampai saat ini pun belum pernah saya temukan masalah pada mobil ini .","wis sataun luwih toyota calya iki aku anggo menyang papan-papan ekstrem , nanging tekan wektu iki uga durung tau aku temokake masalah ing mobil iki .",neutral,neutral,positive,neutral,neutral,neutral
"saya percaya , sejauh ini harga jual toyota lebih mahal ketimbang merek yang lain","aku pracaya , saadoh iki rega adol toyota luwih larang tinimbang merek kang liya",neutral,neutral,neutral,neutral,positive,neutral
kalo punya toyota ya harus sabar aja kalo servis nya buruk,yen nduwe toyota ya kudu sareh wae yen servise ala,neutral,neutral,neutral,neutral,neutral,negative
"Honda Vario yang pasti irit bbm , meskipun motor jenis matic tetapi untuk kecepatan tetap tangguh dibandingkan motor dengan cc yang sama dengan transmisi manual","honda vario kang mesthi irit bbm , sanadyan montor jinis matic nanging kanggo kecepatan tetep tangguh dibandhingake montor karo cc kang padha karo transmisi manual",positive,positive,neutral,neutral,neutral,neutral
Wuling Confero mobil yang sangat cocok untuk bepergian jauh,wuling confero mobil kang cocog banget kanggo lelungan adoh,neutral,neutral,positive,neutral,neutral,neutral
Suka banget sama terios baru,remen banget padha terios anyar,neutral,neutral,positive,neutral,neutral,neutral
"Saya juga pakai Honda . Salah satu yang paling saya suka dari merek ini adalah kepraktisan nya ,","aku uga anggo honda . salah siji kang paling aku remen saka merek iki yaiku kepraktisane ,",neutral,neutral,positive,neutral,neutral,neutral
Saya pertama coba mengendarai honda beat sporty saya suka tarikan nya lincah dan pada saat tanjakan enteng .,aku kapisan jajal mengendarai honda beat sporty aku remen tarikane lincah lan ing wektu tanjakan enteng .,neutral,positive,neutral,neutral,neutral,neutral
"calya tidak didesain untuk dipakai di medan yang sulit, lemah!","calya ora didesain kanggo dianggo ing medan kang angel, ringkih!",neutral,neutral,neutral,negative,neutral,neutral
"Kalau buat usaha pakai Li saja , pasti nyaman .","yen gawe usaha anggo li wae , mesthi kepenak .",neutral,neutral,positive,neutral,neutral,neutral
altis 2010 saja masih enak apalagi 2014,altis 2010 wae isih sekeca apa maneh 2014,neutral,neutral,positive,neutral,neutral,neutral
"Honda Vario terasa sangat lincah dan tangguh mengantar saya ke mana saja , membelah tiap lekuk dan sudut yogyakarta dan sekitar nya tanpa khawatir kenapa-kenapa .","honda vario krasa lincah banget lan tangguh ngeter aku menyang endi wae , nyigar saben lekuk lan pojok yogyakarta lan sawatarane tanpa kuwatir kenapa-kenapa .",neutral,positive,neutral,neutral,neutral,neutral
Honda HRV kaki-kaki terasa ringkih . Per belakang gampang ngejeduk .,honda hrv kaki-kaki krasa ringkih . per wuri gampang ngejeduk .,neutral,neutral,neutral,negative,neutral,neutral
"Sebener nya alasan saya milih Honda ya karena lebih enak aja tarikan mesin - nya diajak jalan sehari-hari . Lebih cocok dengan selera saya . Jadi minor change atau major change , cuma soal selera","sebenere alesan aku milih honda ya amarga luwih sekeca wae tarikan mesin -e diajak dalan sadina-dina . luwih cocog karo selera aku . dadi minor change utawa major change , namung soal selera",neutral,positive,neutral,neutral,neutral,neutral
"awal nya saya sedikit ragu untuk membeli Wuling Confero L , namun dengan harga yang begitu ramah , memaksa saya memilih kendaraan ini .","wiwitane aku sathithik ragu kanggo nuku wuling confero l , nanging karo rega kang mangkono grapyak , meksa aku milih kendaraan iki .",neutral,neutral,neutral,neutral,positive,neutral
Kalau aku tetap pilih avanza karena sudah terbukti kehandalan mesin nya.,yen aku tetep pilih avanza amarga wis kabukten kehandalan mesine.,neutral,negative,neutral,neutral,neutral,neutral
"Xenia Xi sporty kalau pas menghidupkan AC , suara mesin nya berisik banget","xenia xi sporty yen trep nguripake ac , swara mesine rame banget",neutral,negative,neutral,neutral,neutral,neutral
avanza kenyamanan nya paling juara,avanza kenyamanane paling juara,neutral,neutral,positive,neutral,neutral,neutral
"punya HRV E 2018 , tenaga nya juga lumayan","nduwe hrv e 2018 , tenagane uga lumayan",neutral,positive,neutral,neutral,neutral,neutral
Karimun Wagon R sesuai kebutuhan & budget aja biar tetep bisa menikmati nya dan tidak menggangu kebutuhan lainnya,karimun wagon r jumbuh kabutuhan  &  budget wae ben tetep bisa menikmatine lan ora menggangu kabutuhan liyane,neutral,neutral,neutral,neutral,positive,neutral
"Avanza ini bodi nya makin bagus , lebih irit bahan bakar , onderdil banyak dan murah , ukuran lebih lega , mudah dijual , harga jual tinggi , dibawa pulang kampung enak , perawatan murah . Lebih elegan .","avanza iki bodine saya apik , luwih irit bahan obong , onderdil akeh lan murah , ukuran luwih lega , gampang didol , rega adol dhuwur , digawa mulih kampung sekeca , pangopenan murah . luwih elegan .",positive,neutral,positive,positive,positive,positive
honda brio lebih worth it kalo pengen mobil yang fun to drive,honda brio luwih worth it yen pengen mobil kang fun to drive,neutral,neutral,positive,neutral,neutral,neutral
"Avanza itu karena bobot nya lebih ringan juragan ,","avanza iku amarga bobote luwih entheng juragan ,",neutral,neutral,neutral,positive,neutral,neutral
"Yamaha 125 ZR bukan enggak laku , harga nya serasa di awang-awang","yamaha 125 zr dudu ora payu , regane kaya ing awang-awang",neutral,neutral,neutral,neutral,negative,neutral
berarti mesin Xenia terbukti bagus dan bandel + irit BBM,ateges mesin xenia kabukten apik lan bandel + irit bbm,positive,positive,neutral,neutral,neutral,neutral
"Menurut saya veloz gak seindah itu om , gak ada nyaman-nyaman nya kalo dibandingin lawan2 nya .","manut aku veloz ora seindah iku om , ora ana nyaman-nyamane yen dibandingin lawan2e .",neutral,neutral,negative,neutral,neutral,neutral
gue punya mobil rentalan 50 biji xenia umur nya sudah 3 tahun semua satu pun kagak ada yang meledak mesin nya .,aku  nduwe mobil rentalan 50 wiji xenia umure wis 3 taun kabeh siji uga kagak ana kang njeblug mesine .,neutral,positive,neutral,neutral,neutral,neutral
"Iya memang xpander , fasilitas servis nya juga bagus banget","iya pancen xpander , fasilitas servise uga apik banget",neutral,neutral,neutral,neutral,neutral,positive
salah satu yang saya suka dari yamaha adalah after sales service nya,salah siji kang aku remen saka yamaha yaiku after sales servicene,neutral,neutral,neutral,neutral,neutral,positive
semua produk nissan laku keras di pasaran .,kabehing produk nissan payu keras ing pasaran .,neutral,neutral,positive,neutral,neutral,neutral
"Selama 2 tahun belum ada kendala, Sigra memang mantap.","lawase 2 taun durung ana kendala, sigra pancen mantep.",neutral,neutral,positive,neutral,neutral,neutral
"Ternyata pelayanan bengkel-bengkel yamaha asli jelek banget , gue bagusin stater hand sampe bolak balik cuma kasih duit ke bengkel nya tapi tetep enggak bisa digunain stater gue .","jebul pelayanan bengkel-bengkel yamaha asli elek banget , aku  bagusin stater hand tekan bola-bali namung asih duit menyang bengkele nanging tetep ora bisa digunain stater aku  .",neutral,neutral,neutral,neutral,neutral,negative
Aduh jadi nyesel ngambil alya,adhuh dadi nyesel ngambil alya,neutral,neutral,negative,neutral,neutral,neutral
masa saya ke sana waktu hari kerja pekerja nya cuma sedikit bagaimana ini pelayanan dari daihatsu buat pelanggan nya,masa aku mrana wayah dina nyambut gawe pekerjane namung sathithik kepriye iki pelayanan saka daihatsu gawe pelanggane,neutral,neutral,neutral,neutral,neutral,negative
mesin Avanza juga bertenaga juragan .,mesin avanza uga duwe tenaga juragan .,neutral,positive,neutral,neutral,neutral,neutral
"Altis G 2003 MT , Mesin rasanya powerful banget di rpm 2.500 pun mantap .","altis g 2003 mt , mesin rasane powerful banget ing rpm 2.500 uga mantep .",neutral,positive,neutral,neutral,neutral,neutral
bangga banget saya punya mobil xenia ini walaupun harga nya mahal .,bungah banget aku nduwe mobil xenia iki sanadyan regane larang .,neutral,neutral,positive,neutral,negative,neutral
pilihan warna brio lucu-lucu semua bingung pilih mana,pilihan werna brio lucu-lucu kabeh kedher pilih endi,neutral,neutral,neutral,positive,neutral,neutral
Saya memiliki motor Vespa sprint itu adalah motor yang saya pakai dari SMA saat masa-masa itu motor paling keren bagus dan ganteng deh pokok nya harga nya bersahabat,aku nduweni montor vespa sprint iku yaiku montor kang aku anggo saka sma wektu masa-masa iku montor paling keren apik lan bagus deh pokoke regane kekancan,neutral,neutral,positive,neutral,positive,neutral
cocok banget avanza untuk dibawa liburan bersama keluarga nyaman sekali,cocog banget avanza kanggo digawa liburan bareng kulawarga kepenak banget,neutral,neutral,positive,neutral,neutral,neutral
"enak juga nih xenia 1000 cc , irit dan lincah hehe","sekeca uga nih xenia 1000 cc , irit lan lincah hehe",positive,positive,positive,neutral,neutral,neutral
"Suspensi toyota calya nyaman , muat banyak , inline 4 Silinder dengan VVT - i technology bisa buat taksi daring","suspensi toyota calya kepenak , muat akeh , inline 4 silinder karo vvt -i technology bisa gawe taksi daring",neutral,neutral,neutral,positive,neutral,neutral
"ertiga gaya nya oke banget, tarikan juga mantap dan bandel tapi sayang nya boros banget","ertiga gayane oke banget, tarikan uga mantep lan bandel nanging emane boros banget",negative,positive,neutral,positive,neutral,neutral
"Daihatsu Xenia yang paling pas buat saya dan keluarga , perawatan lebih mudah dan part lebih murah dari kendaraan merek lainnya .","daihatsu xenia kang paling trep kanggo aku lan kulawarga , pangopenan luwih gampang lan part luwih murah saka kendaraan merek liyane .",neutral,neutral,positive,positive,neutral,positive
sumpah . gtr ganteng banget asli,sumpah . gtr bagus banget asli,neutral,neutral,positive,neutral,neutral,neutral
buat saya untuk ukuran ekonomi menengah ke bawah ya Toyota Calya oke banget harga nya,kanggo aku kanggo ukuran ekonomi menengah mengingsor ya toyota calya oke banget regane,neutral,neutral,neutral,neutral,positive,neutral
dengan kualitas yang diberikan & harga yang murah menurut saya sangat sangat worth to buy sekali ignis ini,karo kualitas kang diwenehake  &  rega kang murah manut aku sangat banget worth to buy pisan ignis iki,neutral,neutral,positive,neutral,positive,neutral
pakai new avanza bu . Boros bensin haha,anggo new avanza bu . boros bensin haha,negative,neutral,neutral,neutral,neutral,neutral
cooper kecil tetapi mahal,cooper cilik nanging larang,neutral,neutral,neutral,neutral,negative,neutral
tidak pernah bosan saya pakai vario untuk pergi ke kampus .,ora tau bosan aku anggo vario kanggo lunga menyang kampus .,neutral,neutral,positive,neutral,neutral,neutral
"Harga mahal , tapi fitur gitu gitu aja .","rega larang , nanging fitur ngono ngono wae .",neutral,neutral,neutral,negative,negative,neutral
"yamaha lexi speed nya gila, tarikan nya juara, cuma yah, bensin nya nyedot, bro.","yamaha lexi speede edan, tarikane juara, namung yah, bensine nyedot, bro.",negative,positive,neutral,neutral,neutral,neutral
"Senang gue sama Xenia Li. keluar duit enggak banyak , dapat nya mantap .","seneng aku  padha xenia li. metu duit ora akeh , dapate mantep .",neutral,neutral,positive,neutral,positive,neutral
Honda HRV gas nya pelan di jalan enggak rata bunyi semua .,honda hrv gase alon ing ratan ora rata uni kabeh .,neutral,negative,neutral,neutral,neutral,neutral
"Xenia itu mobil irit oli ( cuma 2 liter ) , irit sparepart ( sparepart - nya cuma dikit ) .","xenia iku mobil irit oli ( namung 2 liter ) , irit sparepart ( sparepart -e namung sithik ) .",positive,neutral,neutral,positive,neutral,neutral
